tweet,label,emotion,misinformation,topic,language
Parliamentary debate on national vaccine policy scheduled next week,neutral,Neutral,Genuine,Government policy,English
Corporate companies profiting too much from pandemic vaccines,negative,Fear,Genuine,General Vaccination,English
Community health workers doing great job promoting vaccination,positive,Trust,Genuine,General Vaccination,English
India's vaccination rate has improved drastically this year,positive,Happiness,Genuine,General Vaccination,English
Children vaccines causing autism is a genuine concern for parents,negative,Anxiety,Fake,Conspiracy theories,English
AIIMS doctors recommend vaccination for all eligible individuals,positive,Happiness,Genuine,Healthcare trust,English
Government issued advisory on vaccine storage temperature requirements,neutral,Neutral,Genuine,Government policy,English
"Thanks to vaccination drive in India, polio is now eradicated",positive,Trust,Genuine,General Vaccination,English
Why should I trust a vaccine made in just one year of research,negative,Fear,Genuine,General Vaccination,English
School vaccination programs are essential for public health,positive,Happiness,Genuine,General Vaccination,English
"Heard so many bad stories about vaccine reactions, I am worried",negative,Anger,Misleading,Side effects,English
Corporate companies profiting too much from pandemic vaccines,negative,Anger,Genuine,General Vaccination,English
Pulse Polio campaign is a massive success story for India,positive,Happiness,Genuine,Awareness campaigns,English
Rural areas have no proper cold storage for vaccine distribution,negative,Anger,Genuine,General Vaccination,English
"Got vaccinated at age 65, doctor said it is very important",positive,Trust,Genuine,Healthcare trust,English
Serum Institute of India producing millions of doses is incredible,positive,Trust,Genuine,General Vaccination,English
Serum Institute of India producing millions of doses is incredible,positive,Happiness,Genuine,General Vaccination,English
Vaccination campaign coverage to be tracked using new digital tool,neutral,Neutral,Genuine,Awareness campaigns,English
"I am scared of vaccine side effects, what if something goes wrong",negative,Fear,Genuine,Side effects,English
Government is forcing vaccines without proper public consultation,negative,Anxiety,Genuine,Government policy,English
Booster dose important for elderly and immunocompromised people,positive,Happiness,Genuine,Booster dose,English
No compensation system for vaccine injury victims in India,negative,Anxiety,Genuine,General Vaccination,English
Precautionary dose now available at government hospitals nearby,neutral,Neutral,Genuine,Government policy,English
Healthcare workers are exhausted and underpaid during campaigns,negative,Anger,Genuine,Awareness campaigns,English
Government is forcing vaccines without proper public consultation,negative,Anxiety,Genuine,Government policy,English
Finally got my COVID vaccine today! Feeling proud and relieved,positive,Happiness,Genuine,General Vaccination,English
Vaccine education programs in schools should be encouraged more,positive,Trust,Genuine,General Vaccination,English
"India achieved 1 billion vaccine doses milestone, historic moment",positive,Happiness,Genuine,General Vaccination,English
New vaccine for rotavirus included in national immunization program,neutral,Neutral,Genuine,General Vaccination,English
Vaccine nationalism is preventing global herd immunity from forming,negative,Fear,Genuine,General Vaccination,English
"Got vaccinated today at local PHC, process was smooth and quick",positive,Trust,Genuine,General Vaccination,English
Vaccination campaign coverage to be tracked using new digital tool,neutral,Neutral,Genuine,Awareness campaigns,English
Healthcare workers are exhausted and underpaid during campaigns,negative,Anxiety,Genuine,Awareness campaigns,English
Serum Institute of India producing millions of doses is incredible,positive,Happiness,Genuine,General Vaccination,English
Health worker training program for vaccine administration ongoing,neutral,Neutral,Genuine,General Vaccination,English
Rich countries hoarding vaccines while poor countries suffer,negative,Anxiety,Genuine,General Vaccination,English
Misinformation about vaccines is spreading faster than virus itself,negative,Anger,Genuine,General Vaccination,English
Vaccine logistics management discussed in inter-ministerial meeting,neutral,Neutral,Genuine,General Vaccination,English
"Some batches of vaccines were found to be contaminated, scary",negative,Fear,Genuine,General Vaccination,English
Vaccine queue at government hospital was chaotic and mismanaged,negative,Fear,Genuine,Government policy,English
Vaccine protects not just you but also elderly people around you,positive,Trust,Genuine,General Vaccination,English
"I am scared of vaccine side effects, what if something goes wrong",negative,Fear,Genuine,Side effects,English
Why are private hospitals charging so much for vaccines,negative,Anger,Genuine,Healthcare trust,English
Mobile vaccination units deployed in urban slums this week,neutral,Neutral,Genuine,General Vaccination,English
Quality control of vaccines in India needs much more scrutiny,negative,Anxiety,Genuine,General Vaccination,English
Why are some vaccine batches giving different reactions to people,negative,Fear,Genuine,Side effects,English
Vaccination is the only way to achieve herd immunity in India,positive,Trust,Genuine,General Vaccination,English
Research paper on vaccine effectiveness published by ICMR scientists,neutral,Neutral,Genuine,General Vaccination,English
Quality control of vaccines in India needs much more scrutiny,negative,Anger,Genuine,General Vaccination,English
Healthcare workers are exhausted and underpaid during campaigns,negative,Anger,Genuine,Awareness campaigns,English
The speed of India's vaccine rollout is amazing and inspiring,positive,Trust,Genuine,General Vaccination,English
"Vaccine efficacy drops over time, what is the point then",negative,Anxiety,Genuine,General Vaccination,English
No proper follow-up system after vaccination for monitoring,negative,Fear,Genuine,General Vaccination,English
Why is there no proper information about vaccine ingredients given,negative,Fear,Genuine,General Vaccination,English
Vaccine rollout was poorly planned in our municipality,negative,Anger,Genuine,General Vaccination,English
Nationwide survey on vaccine awareness to be conducted in January,neutral,Neutral,Genuine,Awareness campaigns,English
Children are now safer thanks to childhood immunization programs,positive,Happiness,Genuine,General Vaccination,English
Research paper on vaccine effectiveness published by ICMR scientists,neutral,Neutral,Genuine,General Vaccination,English
Vaccine rollout in tier 2 cities has been very organised,positive,Trust,Genuine,General Vaccination,English
Vaccine trial results to be published in medical journal next month,neutral,Neutral,Genuine,General Vaccination,English
"India exports vaccines to other countries, we should be proud",positive,Trust,Genuine,General Vaccination,English
HPV vaccine rollout for adolescent girls discussed in health meet,neutral,Neutral,Genuine,General Vaccination,English
Parliamentary debate on national vaccine policy scheduled next week,neutral,Neutral,Genuine,Government policy,English
"Proud Indian, got my jab today! Jai Bharat",positive,Happiness,Genuine,General Vaccination,English
Vaccine shortage in our district is creating panic and frustration,negative,Fear,Genuine,General Vaccination,English
"Proud Indian, got my jab today! Jai Bharat",positive,Happiness,Genuine,General Vaccination,English
Nationwide survey on vaccine awareness to be conducted in January,neutral,Neutral,Genuine,Awareness campaigns,English
Too much political interference in vaccine approval process,negative,Anxiety,Genuine,General Vaccination,English
The vaccine distribution is very unequal between rich and poor areas,negative,Fear,Genuine,General Vaccination,English
Medical experts panel formed to study post-vaccination effects data,neutral,Neutral,Genuine,General Vaccination,English
Covaxin price fixed by government for private hospitals announced,neutral,Neutral,Genuine,Government policy,English
Children vaccines causing autism is a genuine concern for parents,negative,Anger,Fake,Conspiracy theories,English
Covaxin price fixed by government for private hospitals announced,neutral,Neutral,Genuine,Government policy,English
"Got my flu vaccine, highly recommend everyone to do the same",positive,Trust,Genuine,General Vaccination,English
Why is there no proper information about vaccine ingredients given,negative,Anger,Genuine,General Vaccination,English
"Got vaccinated at age 65, doctor said it is very important",positive,Trust,Genuine,Healthcare trust,English
International health organizations monitoring India vaccine rollout,neutral,Neutral,Genuine,General Vaccination,English
"Cowin website keeps crashing, very frustrating experience",negative,Anger,Genuine,General Vaccination,English
Vaccine efficacy data clearly shows it reduces hospitalizations,positive,Happiness,Genuine,Healthcare trust,English
India's Jan Aushadhi and vaccination scheme helping poor families,positive,Trust,Genuine,General Vaccination,English
Digital vaccine certificate from Cowin is very convenient,positive,Happiness,Genuine,General Vaccination,English
Vaccine rollout was poorly planned in our municipality,negative,Anxiety,Genuine,General Vaccination,English
No compensation system for vaccine injury victims in India,negative,Anxiety,Genuine,General Vaccination,English
Vaccine data from third world countries is not taken seriously,negative,Anger,Genuine,General Vaccination,English
CoWIN app updated with new features for vaccine certificate download,neutral,Neutral,Genuine,General Vaccination,English
"Science has given us vaccines, let us use them wisely",positive,Happiness,Genuine,General Vaccination,English
Misinformation about vaccines is spreading faster than virus itself,negative,Anxiety,Genuine,General Vaccination,English
No accountability when vaccine adverse events are reported,negative,Anger,Genuine,General Vaccination,English
Vaccine data from third world countries is not taken seriously,negative,Fear,Genuine,General Vaccination,English
Vaccine supply chain audit underway in northern states this month,neutral,Neutral,Genuine,General Vaccination,Code-mixed
Research paper on vaccine effectiveness published by ICMR scientists,neutral,Neutral,Genuine,General Vaccination,English
Vaccine hesitancy is reducing gradually in Indian villages,positive,Trust,Genuine,General Vaccination,English
Vaccines are the greatest medical achievement of the 20th century,positive,Trust,Genuine,General Vaccination,English
Quality control of vaccines in India needs much more scrutiny,negative,Fear,Genuine,General Vaccination,English
My friend had severe allergic reaction after getting vaccinated,negative,Fear,Genuine,Side effects,English
India's vaccination rate has improved drastically this year,positive,Trust,Genuine,General Vaccination,English
State government compiled quarterly report on vaccination coverage,neutral,Neutral,Genuine,Government policy,English
State government compiled quarterly report on vaccination coverage,neutral,Neutral,Genuine,Government policy,English
Forced vaccination is against personal freedom and human rights,negative,Anxiety,Genuine,General Vaccination,English
Government reviewing vaccine pricing structure for private sector,neutral,Neutral,Genuine,Government policy,English
Side effects from vaccine affected my work for three days,negative,Anger,Genuine,Side effects,English
Vaccine eligibility now extended to 18 plus age group in India,neutral,Neutral,Genuine,General Vaccination,English
Government announced new vaccine registration guidelines today,neutral,Neutral,Genuine,Government policy,English
National immunization week observed across India with campaigns,neutral,Neutral,Genuine,Awareness campaigns,English
No proper follow-up system after vaccination for monitoring,negative,Fear,Genuine,General Vaccination,English
Quality control of vaccines in India needs much more scrutiny,negative,Anxiety,Genuine,General Vaccination,English
Vaccine distribution in remote villages is really impressive,positive,Trust,Genuine,General Vaccination,English
No accountability when vaccine adverse events are reported,negative,Anxiety,Genuine,General Vaccination,English
Vaccination camp organized by local NGO in tribal belt area,neutral,Neutral,Genuine,General Vaccination,English
Vaccine trial results to be published in medical journal next month,neutral,Neutral,Genuine,General Vaccination,English
Corporate companies profiting too much from pandemic vaccines,negative,Anxiety,Genuine,General Vaccination,English
National immunization week observed across India with campaigns,neutral,Neutral,Genuine,Awareness campaigns,English
Third dose registration now open on Cowin portal for eligible,neutral,Neutral,Genuine,Booster dose,English
Vaccine education programs in schools should be encouraged more,positive,Happiness,Genuine,General Vaccination,English
State government compiled quarterly report on vaccination coverage,neutral,Neutral,Genuine,Government policy,English
Vaccines have helped India control second wave effectively,positive,Happiness,Genuine,General Vaccination,English
"Heard that some vaccines cause blood clots, this is very dangerous",negative,Anxiety,Fake,Conspiracy theories,English
Vaccination is the only way to achieve herd immunity in India,positive,Trust,Genuine,General Vaccination,English
Forced vaccination is against personal freedom and human rights,negative,Anxiety,Genuine,General Vaccination,English
Why are private hospitals charging so much for vaccines,negative,Fear,Genuine,Healthcare trust,English
Vaccine adverse event reporting system updated with new features,neutral,Neutral,Genuine,General Vaccination,English
Annual immunization schedule released by health department today,neutral,Neutral,Genuine,General Vaccination,English
Vaccine distribution in remote villages is really impressive,positive,Happiness,Genuine,General Vaccination,English
Vaccine drives by Indian government are truly commendable,positive,Happiness,Genuine,Government policy,English
Finally got my COVID vaccine today! Feeling proud and relieved,positive,Happiness,Genuine,General Vaccination,English
Healthcare infrastructure for vaccine rollout is completely inadequate,negative,Anger,Genuine,Healthcare trust,English
Healthcare workers deserve respect for running vaccination camps,positive,Happiness,Genuine,Healthcare trust,English
State government compiled quarterly report on vaccination coverage,neutral,Neutral,Genuine,Government policy,English
"My grandmother got vaccinated at 80, she feels protected now",positive,Trust,Genuine,General Vaccination,English
Vaccine nationalism is preventing global herd immunity from forming,negative,Anger,Genuine,General Vaccination,English
Health department organized orientation for new vaccination workers,neutral,Neutral,Genuine,General Vaccination,English
Vaccine distribution in remote villages is really impressive,positive,Trust,Genuine,General Vaccination,English
The vaccine distribution is very unequal between rich and poor areas,negative,Fear,Genuine,General Vaccination,English
Government data on vaccine side effects is not transparent enough,negative,Anxiety,Genuine,Side effects,English
"My entire family is now fully vaccinated, feeling safe",positive,Happiness,Genuine,General Vaccination,English
AIIMS doctors recommend vaccination for all eligible individuals,positive,Trust,Genuine,Healthcare trust,English
Vaccine rollout in tier 2 cities has been very organised,positive,Trust,Genuine,General Vaccination,English
Free vaccination for BPL families is an excellent government step,positive,Trust,Genuine,Government policy,English
Why is there still no transparency about clinical trial data,negative,Fear,Genuine,General Vaccination,English
Vaccines are the greatest medical achievement of the 20th century,positive,Trust,Genuine,General Vaccination,English
Children are now safer thanks to childhood immunization programs,positive,Trust,Genuine,General Vaccination,English
"My entire family is now fully vaccinated, feeling safe",positive,Trust,Genuine,General Vaccination,English
Vaccine creates antibodies that protect us from serious illness,positive,Trust,Genuine,General Vaccination,English
India's vaccination rate has improved drastically this year,positive,Trust,Genuine,General Vaccination,English
"Heard so many bad stories about vaccine reactions, I am worried",negative,Anger,Misleading,Side effects,English
Government reviewing vaccine pricing structure for private sector,neutral,Neutral,Genuine,Government policy,English
"Vaccine efficacy drops over time, what is the point then",negative,Anger,Genuine,General Vaccination,English
My friend had severe allergic reaction after getting vaccinated,negative,Anger,Genuine,Side effects,English
Black market for vaccines is proof the system is deeply broken,negative,Anger,Genuine,General Vaccination,English
Vaccines are the greatest medical achievement of the 20th century,positive,Trust,Genuine,General Vaccination,English
Vaccine mandate is oppressive and violates individual rights,negative,Fear,Genuine,General Vaccination,English
"India's COVAXIN got WHO EUL approval, this is great news",positive,Happiness,Genuine,General Vaccination,English
"Some batches of vaccines were found to be contaminated, scary",negative,Anger,Genuine,General Vaccination,English
My parents trusted science and got vaccinated without hesitation,positive,Trust,Genuine,General Vaccination,English
Health department organized orientation for new vaccination workers,neutral,Neutral,Genuine,General Vaccination,English
Vaccine efficacy data clearly shows it reduces hospitalizations,positive,Happiness,Genuine,Healthcare trust,English
Frontline workers vaccinated first was the right priority decision,positive,Happiness,Genuine,General Vaccination,English
"Got vaccinated at age 65, doctor said it is very important",positive,Happiness,Genuine,Healthcare trust,English
Medical experts panel formed to study post-vaccination effects data,neutral,Neutral,Genuine,General Vaccination,English
Why should I trust a vaccine made in just one year of research,negative,Anger,Genuine,General Vaccination,English
Parliamentary debate on national vaccine policy scheduled next week,neutral,Neutral,Genuine,Government policy,English
Vaccines are backed by decades of scientific research and trials,positive,Happiness,Genuine,General Vaccination,English
Government reviewing vaccine pricing structure for private sector,neutral,Neutral,Genuine,Government policy,English
Getting vaccinated is a social responsibility we all must fulfil,positive,Trust,Genuine,General Vaccination,English
New mRNA vaccine technology being studied by Indian researchers,neutral,Neutral,Genuine,General Vaccination,English
Rural areas have no proper cold storage for vaccine distribution,negative,Anxiety,Genuine,General Vaccination,English
Digital vaccine certificate from Cowin is very convenient,positive,Trust,Genuine,General Vaccination,English
"Doctor explained vaccine benefits clearly, I am fully convinced",positive,Happiness,Genuine,Healthcare trust,English
Getting vaccinated is a social responsibility we all must fulfil,positive,Happiness,Genuine,General Vaccination,English
Why are some vaccine batches giving different reactions to people,negative,Anxiety,Genuine,Side effects,English
"My arm swelled badly after vaccination, doctor was not available",negative,Fear,Genuine,Healthcare trust,English
India's vaccination rate has improved drastically this year,positive,Trust,Genuine,General Vaccination,English
New mRNA vaccine technology being studied by Indian researchers,neutral,Neutral,Genuine,General Vaccination,English
The vaccine distribution is very unequal between rich and poor areas,negative,Fear,Genuine,General Vaccination,English
Vaccination camp organized by local NGO in tribal belt area,neutral,Neutral,Genuine,General Vaccination,English
Side effects from vaccine affected my work for three days,negative,Anxiety,Genuine,Side effects,English
Discrimination at vaccination center based on caste is shameful,negative,Anxiety,Genuine,General Vaccination,English
Fake vaccine certificates being sold openly is a serious issue,negative,Anxiety,Fake,Conspiracy theories,English
"My arm swelled badly after vaccination, doctor was not available",negative,Fear,Genuine,Healthcare trust,English
Healthcare workers deserve respect for running vaccination camps,positive,Happiness,Genuine,Healthcare trust,English
Vaccination camp organized by local NGO in tribal belt area,neutral,Neutral,Genuine,General Vaccination,English
Why is booster dose needed so soon after full vaccination,negative,Anxiety,Genuine,Booster dose,English
Government is forcing vaccines without proper public consultation,negative,Anger,Genuine,Government policy,English
"I am scared of vaccine side effects, what if something goes wrong",negative,Fear,Genuine,Side effects,English
WHO released updated guidelines on COVID vaccine booster doses,neutral,Neutral,Genuine,Booster dose,English
Frontline workers vaccinated first was the right priority decision,positive,Happiness,Genuine,General Vaccination,English
Government data on vaccine side effects is not transparent enough,negative,Anger,Genuine,Side effects,English
Vaccine rollout in tier 2 cities has been very organised,positive,Trust,Genuine,General Vaccination,English
Too much political interference in vaccine approval process,negative,Fear,Genuine,General Vaccination,English
Academic study on vaccine acceptance patterns among rural youth,neutral,Neutral,Genuine,General Vaccination,English
Vaccine rollout was poorly planned in our municipality,negative,Anxiety,Genuine,General Vaccination,English
Covaxin price fixed by government for private hospitals announced,neutral,Neutral,Genuine,Government policy,English
Online registration for vaccine is impossible for elderly people,negative,Anxiety,Genuine,General Vaccination,English
Third dose registration now open on Cowin portal for eligible,neutral,Neutral,Genuine,Booster dose,English
"Heard so many bad stories about vaccine reactions, I am worried",negative,Fear,Misleading,Side effects,English
"India achieved 1 billion vaccine doses milestone, historic moment",positive,Trust,Genuine,General Vaccination,English
Vaccines save lives and protect our families from deadly diseases,positive,Happiness,Genuine,General Vaccination,English
Side effects from vaccine affected my work for three days,negative,Fear,Genuine,Side effects,English
No compensation system for vaccine injury victims in India,negative,Fear,Genuine,General Vaccination,English
Vaccines are the greatest medical achievement of the 20th century,positive,Trust,Genuine,General Vaccination,English
Research paper on vaccine effectiveness published by ICMR scientists,neutral,Neutral,Genuine,General Vaccination,English
International health organizations monitoring India vaccine rollout,neutral,Neutral,Genuine,General Vaccination,English
Health worker training program for vaccine administration ongoing,neutral,Neutral,Genuine,General Vaccination,English
Trust deficit in government health programs is a real problem,negative,Anger,Genuine,Government policy,English
Misinformation about vaccines is spreading faster than virus itself,negative,Anger,Genuine,General Vaccination,English
People in my village refused vaccine due to wrong information,negative,Anxiety,Genuine,General Vaccination,English
"I am scared of vaccine side effects, what if something goes wrong",negative,Anger,Genuine,Side effects,English
Misinformation about vaccines is spreading faster than virus itself,negative,Anger,Genuine,General Vaccination,English
WHO released updated guidelines on COVID vaccine booster doses,neutral,Neutral,Genuine,Booster dose,English
Discrimination at vaccination center based on caste is shameful,negative,Fear,Genuine,General Vaccination,English
Healthcare infrastructure for vaccine rollout is completely inadequate,negative,Anxiety,Genuine,Healthcare trust,English
District health officer reviewed vaccination progress this week,neutral,Neutral,Genuine,General Vaccination,English
People in my village refused vaccine due to wrong information,negative,Anxiety,Genuine,General Vaccination,English
Vaccine mandate is oppressive and violates individual rights,negative,Anger,Genuine,General Vaccination,English
"Got vaccinated today at local PHC, process was smooth and quick",positive,Trust,Genuine,General Vaccination,English
Vaccine creates antibodies that protect us from serious illness,positive,Happiness,Genuine,General Vaccination,English
My friend had severe allergic reaction after getting vaccinated,negative,Anger,Genuine,Side effects,English
HPV vaccine rollout for adolescent girls discussed in health meet,neutral,Neutral,Genuine,General Vaccination,English
Vaccine queue at government hospital was chaotic and mismanaged,negative,Anxiety,Genuine,Government policy,English
Online registration for vaccine is impossible for elderly people,negative,Anger,Genuine,General Vaccination,English
Vaccine manufacturing capacity in India increased by thirty percent,neutral,Neutral,Genuine,General Vaccination,English
New vaccination center opened near railway station from Monday,neutral,Neutral,Genuine,General Vaccination,English
Vaccine creates antibodies that protect us from serious illness,positive,Trust,Genuine,General Vaccination,English
Mobile vaccination units deployed in urban slums this week,neutral,Neutral,Genuine,General Vaccination,English
"India achieved 1 billion vaccine doses milestone, historic moment",positive,Happiness,Genuine,General Vaccination,English
Vaccine drives by Indian government are truly commendable,positive,Trust,Genuine,Government policy,English
New guidelines on vaccine administration for pregnant women issued,neutral,Neutral,Genuine,Government policy,English
Medical experts panel formed to study post-vaccination effects data,neutral,Neutral,Genuine,General Vaccination,English
"Got vaccinated at age 65, doctor said it is very important",positive,Happiness,Genuine,Healthcare trust,English
Vaccine queue at government hospital was chaotic and mismanaged,negative,Fear,Genuine,Government policy,English
My elderly mother fainted at vaccination center due to heat,negative,Anxiety,Genuine,General Vaccination,English
"Doctor explained vaccine benefits clearly, I am fully convinced",positive,Happiness,Genuine,Healthcare trust,English
My parents trusted science and got vaccinated without hesitation,positive,Trust,Genuine,General Vaccination,English
"Some batches of vaccines were found to be contaminated, scary",negative,Anger,Genuine,General Vaccination,English
Vaccination is the only way to achieve herd immunity in India,positive,Happiness,Genuine,General Vaccination,English
"Cowin website keeps crashing, very frustrating experience",negative,Anxiety,Genuine,General Vaccination,English
Vaccines are backed by decades of scientific research and trials,positive,Trust,Genuine,General Vaccination,English
Vaccine procurement process under review by parliamentary committee,neutral,Neutral,Genuine,General Vaccination,English
NTAGI meeting held to discuss updated vaccine schedule protocol,neutral,Neutral,Genuine,General Vaccination,English
Vaccine eligibility now extended to 18 plus age group in India,neutral,Neutral,Genuine,General Vaccination,English
Rural areas have no proper cold storage for vaccine distribution,negative,Fear,Genuine,General Vaccination,English
Vaccine creates antibodies that protect us from serious illness,positive,Trust,Genuine,General Vaccination,English
Vaccination camps organized by RWA in our colony was very helpful,positive,Happiness,Genuine,General Vaccination,English
Vaccine drives by Indian government are truly commendable,positive,Happiness,Genuine,Government policy,English
Rural areas have no proper cold storage for vaccine distribution,negative,Fear,Genuine,General Vaccination,English
Booster dose important for elderly and immunocompromised people,positive,Happiness,Genuine,Booster dose,English
Vaccination campaign coverage to be tracked using new digital tool,neutral,Neutral,Genuine,Awareness campaigns,English
Vaccine manufacturing capacity in India increased by thirty percent,neutral,Neutral,Genuine,General Vaccination,English
Vaccination drive started in our district today as per schedule,neutral,Neutral,Genuine,General Vaccination,English
CoWIN app updated with new features for vaccine certificate download,neutral,Neutral,Genuine,General Vaccination,English
Fake vaccine certificates being sold openly is a serious issue,negative,Anxiety,Fake,Conspiracy theories,English
Government issued advisory on vaccine storage temperature requirements,neutral,Neutral,Genuine,Government policy,English
Vaccines are backed by decades of scientific research and trials,positive,Trust,Genuine,General Vaccination,English
New vaccination center opened near railway station from Monday,neutral,Neutral,Genuine,General Vaccination,English
National immunization week observed across India with campaigns,neutral,Neutral,Genuine,Awareness campaigns,English
Why is there no proper information about vaccine ingredients given,negative,Anger,Genuine,General Vaccination,English
Why is booster dose needed so soon after full vaccination,negative,Anger,Genuine,Booster dose,English
Vaccination campaign coverage to be tracked using new digital tool,neutral,Neutral,Genuine,Awareness campaigns,English
Vaccine rollout in tier 2 cities has been very organised,positive,Happiness,Genuine,General Vaccination,English
"My entire family is now fully vaccinated, feeling safe",positive,Happiness,Genuine,General Vaccination,English
"Proud Indian, got my jab today! Jai Bharat",positive,Trust,Genuine,General Vaccination,English
Why are private hospitals charging so much for vaccines,negative,Anger,Genuine,Healthcare trust,English
BCG vaccine has saved millions of lives in India since decades,positive,Trust,Genuine,General Vaccination,English
Vaccination records can now be downloaded via Aarogya Setu app,neutral,Neutral,Genuine,General Vaccination,English
Why are some vaccine batches giving different reactions to people,negative,Fear,Genuine,Side effects,English
Vaccination is the only way to achieve herd immunity in India,positive,Happiness,Genuine,General Vaccination,English
"Heard that some vaccines cause blood clots, this is very dangerous",negative,Fear,Fake,Conspiracy theories,English
BCG vaccine has saved millions of lives in India since decades,positive,Happiness,Genuine,General Vaccination,English
Precautionary dose now available at government hospitals nearby,neutral,Neutral,Genuine,Government policy,English
Vaccination data being analyzed to understand coverage patterns,neutral,Neutral,Genuine,General Vaccination,English
Too much political interference in vaccine approval process,negative,Fear,Genuine,General Vaccination,English
Vaccine awareness drive launched in schools by health department,neutral,Neutral,Genuine,Awareness campaigns,English
Why are private hospitals charging so much for vaccines,negative,Anxiety,Genuine,Healthcare trust,English
Discrimination at vaccination center based on caste is shameful,negative,Fear,Genuine,General Vaccination,English
"I developed fever and body pain after second dose, very unwell",negative,Anxiety,Genuine,Side effects,English
New mRNA vaccine technology being studied by Indian researchers,neutral,Neutral,Genuine,General Vaccination,English
"India exports vaccines to other countries, we should be proud",positive,Happiness,Genuine,General Vaccination,English
The speed of India's vaccine rollout is amazing and inspiring,positive,Trust,Genuine,General Vaccination,English
Vaccine creates antibodies that protect us from serious illness,positive,Trust,Genuine,General Vaccination,English
Vaccine procurement committee meeting held by central government,neutral,Neutral,Genuine,Government policy,English
"My entire family is now fully vaccinated, feeling safe",positive,Trust,Genuine,General Vaccination,English
Digital vaccine certificate from Cowin is very convenient,positive,Happiness,Genuine,General Vaccination,English
Precautionary dose now available at government hospitals nearby,neutral,Neutral,Genuine,Government policy,English
Health department organized orientation for new vaccination workers,neutral,Neutral,Genuine,General Vaccination,English
Covaxin made in India is a matter of national pride,positive,Trust,Genuine,General Vaccination,English
International health organizations monitoring India vaccine rollout,neutral,Neutral,Genuine,General Vaccination,English
Vaccination data being analyzed to understand coverage patterns,neutral,Neutral,Genuine,General Vaccination,English
Vaccine data from third world countries is not taken seriously,negative,Anxiety,Genuine,General Vaccination,English
Vaccination records can now be downloaded via Aarogya Setu app,neutral,Neutral,Genuine,General Vaccination,English
"Doctor explained vaccine benefits clearly, I am fully convinced",positive,Happiness,Genuine,Healthcare trust,English
"I am scared of vaccine side effects, what if something goes wrong",negative,Anxiety,Genuine,Side effects,English
Vaccines have helped India control second wave effectively,positive,Happiness,Genuine,General Vaccination,English
Rich countries hoarding vaccines while poor countries suffer,negative,Fear,Genuine,General Vaccination,English
"Took vaccine, mild fever for one day, totally worth it for safety",positive,Happiness,Genuine,Side effects,English
Serum Institute of India producing millions of doses is incredible,positive,Happiness,Genuine,General Vaccination,English
Getting vaccinated is a social responsibility we all must fulfil,positive,Trust,Genuine,General Vaccination,English
Vaccine manufacturing capacity in India increased by thirty percent,neutral,Neutral,Genuine,General Vaccination,English
Vaccines are backed by decades of scientific research and trials,positive,Happiness,Genuine,General Vaccination,English
"My grandmother got vaccinated at 80, she feels protected now",positive,Happiness,Genuine,General Vaccination,English
National immunization week observed across India with campaigns,neutral,Neutral,Genuine,Awareness campaigns,English
The speed of India's vaccine rollout is amazing and inspiring,positive,Trust,Genuine,General Vaccination,English
Vaccines are backed by decades of scientific research and trials,positive,Trust,Genuine,General Vaccination,English
India's Jan Aushadhi and vaccination scheme helping poor families,positive,Trust,Genuine,General Vaccination,English
Serum Institute to produce additional doses for export programs,neutral,Neutral,Genuine,General Vaccination,English
Finally got my COVID vaccine today! Feeling proud and relieved,positive,Happiness,Genuine,General Vaccination,English
International health organizations monitoring India vaccine rollout,neutral,Neutral,Genuine,General Vaccination,English
Vaccine mandate is oppressive and violates individual rights,negative,Anger,Genuine,General Vaccination,English
"Got vaccinated at age 65, doctor said it is very important",positive,Trust,Genuine,Healthcare trust,English
"Heard that some vaccines cause blood clots, this is very dangerous",negative,Fear,Fake,Conspiracy theories,English
Mobile vaccination units deployed in urban slums this week,neutral,Neutral,Genuine,General Vaccination,English
Mobile vaccination units deployed in urban slums this week,neutral,Neutral,Genuine,General Vaccination,English
"Took vaccine, mild fever for one day, totally worth it for safety",positive,Happiness,Genuine,Side effects,English
The vaccine distribution is very unequal between rich and poor areas,negative,Anxiety,Genuine,General Vaccination,English
Vaccine supply chain audit underway in northern states this month,neutral,Neutral,Genuine,General Vaccination,Code-mixed
Vaccination data privacy concerns are completely ignored by authorities,negative,Anxiety,Genuine,General Vaccination,English
Vaccine queue at government hospital was chaotic and mismanaged,negative,Fear,Genuine,Government policy,English
NTAGI meeting held to discuss updated vaccine schedule protocol,neutral,Neutral,Genuine,General Vaccination,English
People in my village refused vaccine due to wrong information,negative,Anxiety,Genuine,General Vaccination,English
Trust deficit in government health programs is a real problem,negative,Anger,Genuine,Government policy,English
CoWIN app updated with new features for vaccine certificate download,neutral,Neutral,Genuine,General Vaccination,English
Online registration for vaccine is impossible for elderly people,negative,Anger,Genuine,General Vaccination,English
"Took both doses of Covishield, side effects were mild and temporary",positive,Trust,Genuine,Side effects,English
Healthcare workers deserve respect for running vaccination camps,positive,Happiness,Genuine,Healthcare trust,English
Vaccine nationalism is preventing global herd immunity from forming,negative,Anger,Genuine,General Vaccination,English
I lost trust in vaccines after reading about Thalidomide scandal,negative,Anxiety,Genuine,General Vaccination,English
Doctors attending seminar on latest vaccine developments today,neutral,Neutral,Genuine,Healthcare trust,English
Finally got my COVID vaccine today! Feeling proud and relieved,positive,Trust,Genuine,General Vaccination,English
